  0.0001     -0.28604401544391E+03      
  0.1000     -0.28129320341698E+03      
  0.1500     -0.27538260163766E+03      
  0.2000     -0.26716233585832E+03      
  0.2500     -0.25669247253117E+03      
  0.3000     -0.24405794047737E+03      
  0.3500     -0.22937399453280E+03      
  0.4000     -0.21279242063664E+03      
  0.4500     -0.19450802578939E+03      
  0.5000     -0.17476473017676E+03      
  0.5500     -0.15386031186701E+03      
  0.6000     -0.13214858305511E+03      
  0.6500     -0.11003756952636E+03      
  0.7000     -0.87982226703528E+02      
  0.7500     -0.66470487259904E+02      
  0.8000     -0.46002120069495E+02      
  0.8500     -0.27061041350072E+02      
  0.9000     -0.10083258537491E+02      
  0.9500      0.45757662034874E+01      
  1.0000      0.16669387152208E+02      
  1.0500      0.26078601628514E+02      
  1.1000      0.32817624802634E+02      
  1.1500      0.37024988875434E+02      
  1.2000      0.38942152616788E+02      
  1.2500      0.38884356402945E+02      
  1.3000      0.37209720367137E+02      
  1.3500      0.34291900203214E+02      
  1.4000      0.30499341613934E+02      
  1.4500      0.26181309937063E+02      
  1.5000      0.21658576370232E+02      
  1.5500      0.17215720373241E+02      
  1.6000      0.13092620590897E+02      
  1.6500      0.94744115543503E+01      
  1.7000      0.64812075239960E+01      
  1.7500      0.41604637724313E+01      
  1.8000      0.24854208058690E+01      
  1.8500      0.13624504341622E+01      
  1.9000      0.64840595090743E+00      
  1.9500      0.17665236024067E+00      
  2.0000     -0.21209367472778E+00      
  2.0500     -0.63993959611942E+00      
  2.1000     -0.11695217727385E+01      
  2.1500     -0.17947546098289E+01      
  2.2000     -0.24475007931291E+01      
  2.2500     -0.30193391223225E+01      
  2.3000     -0.33938071902603E+01      
  2.3500     -0.34816317154060E+01      
  2.4000     -0.32503064473358E+01      
  2.4500     -0.27402664008152E+01      
  2.5000     -0.20627061192884E+01      
  2.5500     -0.13782842450244E+01      
  2.6000     -0.86072294347373E+00      
  2.6500     -0.65357477346496E+00      
  2.7000     -0.83100905457598E+00      
  2.7500     -0.13733883292086E+01      
  2.8000     -0.21653217004986E+01      
  2.8500     -0.30183937981942E+01      
  2.9000     -0.37143342775416E+01      
  2.9500     -0.40588270006624E+01      
  3.0000     -0.39329640609766E+01      
  3.0500     -0.33292756039546E+01      
  3.1000     -0.23622683741647E+01      
  3.1500     -0.12488825701359E+01      
  3.2000     -0.26126801847061E+00      
  3.2500      0.33852734872140E+00      
  3.3000      0.36668047793928E+00      
  3.3500     -0.22906516270476E+00      
  3.4000     -0.13460667248115E+01      
  3.4500     -0.27417034457834E+01      
  3.5000     -0.40849927684327E+01      
  3.5500     -0.50336515899648E+01      
  3.6000     -0.53186008109392E+01      
  3.6500     -0.48156857414463E+01      
  3.7000     -0.35867735551475E+01      
  3.7500     -0.18785317105824E+01      
  3.8000     -0.75981627732407E-01      
  3.8500      0.13818199230839E+01      
  3.9000      0.21065668006776E+01      
  3.9500      0.18612513366638E+01      
  4.0000      0.63016300144596E+00      
  4.0500     -0.13620449443721E+01      
  4.1000     -0.36900134159491E+01      
  4.1500     -0.58184425063651E+01      
  4.2000     -0.72232318215500E+01      
  4.2500     -0.75152424791550E+01      
  4.3000     -0.65389054389538E+01      
  4.3500     -0.44233875243376E+01      
  4.4000     -0.15729406527488E+01      
  4.4500      0.14058289384387E+01      
  4.5000      0.38292153161271E+01      
  4.5500      0.50903039898958E+01      
  4.6000      0.48070128616053E+01      
  4.6500      0.29267453620409E+01      
  4.7000     -0.24176557625102E+00      
  4.7500     -0.40804571922431E+01      
  4.8000     -0.77863944877922E+01      
  4.8500     -0.10539306837067E+02      
  4.9000     -0.11674976178615E+02      
  4.9500     -0.10829673549355E+02      
  5.0000     -0.80293739168951E+01      
